booking_id,booking_ts,departure_ts,lead_time_days,mode,channel,customer_id,customer_type,origin_hub,origin_country,destination_hub,destination_country,is_international,service_code,weight_kg,volume_m3,teu,ldm,chargeable_kg,booked_capacity,available_capacity,first_time_right,missing_address,missing_customs_doc,wrong_weight,missing_service_code,amendment_count,cancelled,no_show,defect_reason
BK-002025055001,2025-01-01 06:11:09,2025-01-08 00:05:34,6.75,OCEAN,PORTAL,CUST-0093,SPARE_PARTS,MIL,IT,FRA,DE,True,SAME-DAY,10.22,0.0374,0.0011,0.0,0.0,0.0011,56.4378,True,False,False,False,False,0,False,False,
BK-002025148003,2025-01-01 06:13:33,2025-01-21 00:41:53,19.77,AIR,EDI,CUST-0000,SAMPLES,AMS,NL,FRA,DE,True,ECON-48,16.22,0.114,0.0,0.0,19.04,19.038,14659.1222,True,False,False,False,False,0,False,False,
BK-002025213357,2025-01-01 06:15:35,2025-01-05 23:28:20,4.72,ROAD,API,CUST-0025,PRODUCTION,ORD,US,MIL,IT,True,SAME-DAY,14.08,0.0464,0.0,0.026,0.0,0.026,10.1804,True,False,False,False,False,0,False,False,
BK-002025337247,2025-01-01 06:16:41,2025-01-04 04:49:37,2.94,ROAD,EDI,CUST-0000,HEALTHCARE,MIL,IT,SIN,SG,True,HEALTH-CTRL,35.22,0.3043,0.0,0.173,0.0,0.173,9.3261,False,True,False,False,False,2,True,False,Receiver address incomplete - no postal code provided by shipper.
BK-002025132169,2025-01-01 06:16:49,2025-01-06 14:35:05,5.35,AIR,EDI,CUST-0045,SPARE_PARTS,FRA,DE,LHR,GB,True,SAME-DAY,9.57,0.052,0.0,0.0,9.57,9.57,18771.603,True,False,False,False,False,0,False,False,
BK-002025175635,2025-01-01 06:17:24,2025-01-13 15:49:01,12.4,ROAD,PORTAL,CUST-0000,SAMPLES,SIN,SG,DXB,AE,True,EXP-09,20.94,0.0674,0.0,0.038,0.0,0.038,12.2637,True,False,False,False,False,0,False,False,
BK-002025286450,2025-01-01 06:17:51,2025-01-02 07:14:47,1.04,ROAD,EDI,CUST-0064,HEALTHCARE,LHR,GB,MAD,ES,True,HEALTH-CTRL,4.91,0.0263,0.0,0.015,0.0,0.015,8.272,True,False,False,False,False,0,False,False,
BK-002025302100,2025-01-01 06:18:21,2025-01-07 03:22:23,5.88,AIR,EMAIL,CUST-0009,SPARE_PARTS,LHR,GB,CPH,DK,True,EXP-09,23.89,0.1049,0.0,0.0,23.89,23.89,5568.4756,False,False,True,False,False,3,False,False,No EORI number supplied for dutiable goods.
BK-002025330708,2025-01-01 06:20:59,2025-01-03 11:34:11,2.22,ROAD,PORTAL,CUST-0001,PRODUCTION,FRA,DE,CPH,DK,True,ECON-48,3.67,0.0165,0.0,0.009,0.0,0.009,13.1783,True,False,False,False,False,0,False,False,
BK-002025070074,2025-01-01 06:21:49,2025-01-03 12:48:00,2.27,AIR,EDI,CUST-0175,SAMPLES,HAM,DE,MIL,IT,True,ECON-48,7.32,0.0381,0.0,0.0,7.32,7.32,19566.0932,True,False,False,False,False,0,False,False,
BK-002025254023,2025-01-01 06:23:31,2025-01-05 18:15:33,4.49,ROAD,API,CUST-0013,SPARE_PARTS,JFK,US,AMS,NL,True,STD-EOD,44.7,0.1454,0.0,0.083,0.0,0.083,12.224,True,False,False,False,False,0,False,False,
BK-002025034526,2025-01-01 06:23:52,2025-01-02 08:05:15,1.07,ROAD,API,CUST-0015,SPARE_PARTS,ORD,US,HAM,DE,True,EXP-09,9.49,0.0413,0.0,0.023,0.0,0.023,13.1678,True,False,False,False,False,0,False,False,
BK-002025356778,2025-01-01 06:24:21,2025-01-12 03:02:19,10.86,AIR,PORTAL,CUST-0003,HEALTHCARE,HKG,HK,LHR,GB,True,EXP-12,13.57,0.1402,0.0,0.0,23.41,23.4134,6740.6968,True,False,False,False,False,0,False,False,
BK-002025128181,2025-01-01 06:24:46,2025-01-06 00:15:54,4.74,OCEAN,FAX_OCR,CUST-0036,PRODUCTION,OSL,NO,LHR,GB,True,STD-EOD,6.39,0.0267,0.0008,0.0,0.0,0.0008,41.4657,True,False,False,False,False,2,False,False,
BK-002025046034,2025-01-01 06:24:51,2025-01-04 04:55:14,2.94,ROAD,PORTAL,CUST-0158,PRODUCTION,DXB,AE,LHR,GB,True,EXP-12,9.57,0.0882,0.0,0.05,0.0,0.05,8.3954,True,False,False,False,False,0,False,False,
BK-002025053293,2025-01-01 06:25:07,2025-01-14 06:18:24,13.0,ROAD,EDI,CUST-0177,SPARE_PARTS,ARN,SE,LHR,GB,True,EXP-09,16.06,0.0556,0.0,0.032,0.0,0.032,8.9365,True,False,False,False,False,0,False,False,
BK-002025286926,2025-01-01 06:25:43,2025-01-02 10:52:26,1.19,AIR,EDI,CUST-0002,HEALTHCARE,LHR,GB,CPH,DK,True,HEALTH-CTRL,5.54,0.0231,0.0,0.0,5.54,5.54,7819.6843,True,False,False,False,False,0,False,False,
BK-002025240453,2025-01-01 06:26:14,2025-01-04 15:03:08,3.36,ROAD,FAX_OCR,CUST-0048,PRODUCTION,JFK,US,AMS,NL,True,EXP-09,1.21,0.0044,0.0,0.002,0.0,0.002,10.7342,True,False,False,False,False,0,False,False,
BK-002025235534,2025-01-01 06:26:34,2025-01-07 00:17:25,5.74,ROAD,EDI,CUST-0067,PRODUCTION,CDG,FR,AMS,NL,True,EXP-12,1.87,0.0063,0.0,0.004,0.0,0.004,8.3943,False,False,True,True,True,1,False,False,Commercial invoice not attached for cross-border shipment.
BK-002025306793,2025-01-01 06:27:14,2025-01-05 21:45:37,4.64,AIR,API,CUST-0006,SPARE_PARTS,FRA,DE,ARN,SE,True,HEALTH-CTRL,12.94,0.0538,0.0,0.0,12.94,12.94,5311.4418,True,False,False,False,False,0,False,False,
BK-002025389372,2025-01-01 06:29:53,2025-01-07 08:56:22,6.1,ROAD,EMAIL,CUST-0171,SAMPLES,CPH,DK,MAD,ES,True,SAME-DAY,3.11,0.01,0.0,0.006,0.0,0.006,8.1908,True,False,False,False,False,1,False,False,
BK-002025168225,2025-01-01 06:30:04,2025-01-04 01:08:05,2.78,OCEAN,EDI,CUST-0014,SPARE_PARTS,OSL,NO,AMS,NL,True,STD-EOD,5.75,0.041,0.0012,0.0,0.0,0.0012,40.8224,True,False,False,False,False,0,False,False,
BK-002025237098,2025-01-01 06:30:23,2025-01-08 11:25:22,7.2,AIR,EDI,CUST-0004,SPARE_PARTS,FRA,DE,CDG,FR,True,EXP-12,4.82,0.0349,0.0,0.0,5.83,5.8283,15540.0311,True,False,False,False,False,0,False,False,
BK-002025246818,2025-01-01 06:31:30,2025-01-05 12:34:04,4.25,ROAD,FAX_OCR,CUST-0005,HEALTHCARE,SIN,SG,FRA,DE,True,ECON-48,21.1,0.1004,0.0,0.057,0.0,0.057,9.376,False,False,False,True,False,3,False,False,Volumetric weight mismatch vs booked chargeable weight.
BK-002025114318,2025-01-01 06:31:59,2025-01-03 01:49:07,1.8,ROAD,EDI,CUST-0186,HEALTHCARE,FRA,DE,AMS,NL,True,EXP-12,25.82,0.115,0.0,0.065,0.0,0.065,12.4794,True,False,False,False,False,0,False,False,
BK-002025074865,2025-01-01 06:32:32,2025-01-11 03:42:33,9.88,OCEAN,EDI,CUST-0096,HEALTHCARE,CPH,DK,FRA,DE,True,HEALTH-CTRL,8.71,0.0296,0.0009,0.0,0.0,0.0009,22.8527,True,False,False,False,False,1,False,False,
BK-002025248640,2025-01-01 06:33:50,2025-01-07 00:36:37,5.75,ROAD,API,CUST-0124,SAMPLES,JFK,US,AMS,NL,True,SAME-DAY,35.32,0.1318,0.0,0.075,0.0,0.075,8.686,True,False,False,False,False,0,False,False,
BK-002025050412,2025-01-01 06:34:23,2025-01-03 22:07:20,2.65,OCEAN,EDI,CUST-0017,SPARE_PARTS,FRA,DE,SIN,SG,True,HEALTH-CTRL,75.98,0.5741,0.0174,0.0,0.0,0.0174,21.8537,True,False,False,False,False,0,False,False,
BK-002025147582,2025-01-01 06:34:50,2025-01-05 03:42:08,3.88,AIR,EDI,CUST-0022,SPARE_PARTS,MAD,ES,JFK,US,True,SAME-DAY,2.91,0.0343,0.0,0.0,5.73,5.7281,13037.6346,False,False,False,False,False,4,False,False,Special handling flag set without hazmat paperwork.
BK-002025138925,2025-01-01 06:35:41,2025-01-08 18:55:37,7.51,OCEAN,API,CUST-0001,SPARE_PARTS,LHR,GB,ARN,SE,True,HEALTH-CTRL,17.89,0.0709,0.0021,0.0,0.0,0.0021,29.5483,True,False,False,False,False,1,False,False,
BK-002025313461,2025-01-01 06:36:09,2025-01-05 17:42:18,4.46,ROAD,API,CUST-0000,PRODUCTION,CDG,FR,CDG,FR,False,HEALTH-CTRL,22.75,0.1054,0.0,0.06,0.0,0.06,10.3475,True,False,False,False,False,0,False,False,
BK-002025042543,2025-01-01 06:36:18,2025-01-03 10:24:15,2.16,AIR,EDI,CUST-0063,SPARE_PARTS,LHR,GB,FRA,DE,True,SAME-DAY,8.22,0.061,0.0,0.0,10.19,10.187,17953.0206,False,False,True,False,False,0,False,False,No EORI number supplied for dutiable goods.
BK-002025172232,2025-01-01 06:36:36,2025-01-09 23:40:19,8.71,OCEAN,PORTAL,CUST-0112,HEALTHCARE,FRA,DE,AMS,NL,True,HEALTH-CTRL,6.82,0.0285,0.0009,0.0,0.0,0.0009,23.9572,True,False,False,False,False,0,False,False,
BK-002025315221,2025-01-01 06:37:30,2025-01-04 02:14:32,2.82,AIR,PORTAL,CUST-0206,HEALTHCARE,MAD,ES,CDG,FR,True,SAME-DAY,5.67,0.0537,0.0,0.0,8.97,8.9679,14790.2443,True,False,False,False,False,0,False,False,
BK-002025379779,2025-01-01 06:37:44,2025-01-07 15:24:48,6.37,OCEAN,PORTAL,CUST-0031,SPARE_PARTS,HKG,HK,MIL,IT,True,EXP-12,5.11,0.0497,0.0015,0.0,0.0,0.0015,49.1407,True,False,False,False,False,1,False,False,
BK-002025146037,2025-01-01 06:39:00,2025-01-08 02:45:34,6.84,AIR,EDI,CUST-0082,HEALTHCARE,FRA,DE,MAD,ES,True,HEALTH-CTRL,17.84,0.06,0.0,0.0,17.84,17.84,15804.7877,True,False,False,False,False,0,False,False,
BK-002025319527,2025-01-01 06:40:14,2025-01-04 18:58:22,3.51,AIR,FAX_OCR,CUST-0031,PRODUCTION,SIN,SG,FRA,DE,True,EXP-12,59.71,0.4933,0.0,0.0,82.38,82.3811,6763.0394,False,False,True,True,False,2,False,False,Commercial invoice not attached for cross-border shipment.
BK-002025079287,2025-01-01 06:40:31,2025-01-07 19:35:10,6.54,ROAD,PORTAL,CUST-0011,SPARE_PARTS,FRA,DE,MAD,ES,True,STD-EOD,24.65,0.0889,0.0,0.051,0.0,0.051,12.2694,True,False,False,False,False,0,False,False,
BK-002025298839,2025-01-01 06:41:27,2025-01-02 13:52:20,1.3,OCEAN,API,CUST-0061,SAMPLES,HAM,DE,LHR,GB,True,ECON-48,8.03,0.0261,0.0008,0.0,0.0,0.0008,33.8121,True,False,False,False,False,0,False,False,
BK-002025077221,2025-01-01 06:41:35,2025-01-13 04:01:20,11.89,ROAD,PORTAL,CUST-0041,PRODUCTION,CDG,FR,FRA,DE,True,EXP-09,20.35,0.0825,0.0,0.047,0.0,0.047,12.2397,True,False,False,False,False,0,False,False,
BK-002025388640,2025-01-01 06:42:14,2025-01-04 01:52:59,2.8,ROAD,EMAIL,CUST-0001,SAMPLES,HKG,HK,LHR,GB,True,ECON-48,47.8,0.4585,0.0,0.261,0.0,0.261,9.8569,True,False,False,False,False,0,False,False,
BK-002025188485,2025-01-01 06:43:34,2025-01-07 05:56:09,5.97,ROAD,EDI,CUST-0063,SAMPLES,HKG,HK,FRA,DE,True,EXP-09,4.43,0.0409,0.0,0.023,0.0,0.023,11.4397,True,False,False,False,False,0,False,False,
BK-002025315026,2025-01-01 06:44:05,2025-01-14 04:30:17,12.91,OCEAN,API,CUST-0006,SPARE_PARTS,AMS,NL,FRA,DE,True,EXP-09,22.24,0.1269,0.0038,0.0,0.0,0.0038,28.1207,True,False,False,False,False,1,False,False,
BK-002025383640,2025-01-01 06:44:12,2025-01-05 12:46:05,4.25,AIR,API,CUST-0000,SAMPLES,CPH,DK,SIN,SG,True,ECON-48,12.69,0.0453,0.0,0.0,12.69,12.69,5501.1395,True,False,False,False,False,0,False,False,
BK-002025127770,2025-01-01 06:45:27,2025-01-06 18:48:49,5.5,AIR,EMAIL,CUST-0025,SPARE_PARTS,MIL,IT,CDG,FR,True,EXP-09,2.34,0.0104,0.0,0.0,2.34,2.34,6927.2022,True,False,False,False,False,0,False,False,
BK-002025215638,2025-01-01 06:45:41,2025-01-16 18:52:45,15.5,ROAD,EDI,CUST-0038,PRODUCTION,MIL,IT,CPH,DK,True,ECON-48,3.54,0.0208,0.0,0.012,0.0,0.012,9.2993,True,False,False,False,False,0,False,False,
BK-002025340695,2025-01-01 06:46:36,2025-01-03 05:41:59,1.96,OCEAN,API,CUST-0137,SPARE_PARTS,AMS,NL,CDG,FR,True,HEALTH-CTRL,2.28,0.0082,0.0002,0.0,0.0,0.0002,27.6563,True,False,False,False,False,0,False,False,
BK-002025040834,2025-01-01 06:46:39,2025-01-02 21:41:16,1.62,ROAD,API,CUST-0018,SPARE_PARTS,AMS,NL,CDG,FR,True,STD-EOD,14.92,0.0534,0.0,0.03,0.0,0.03,12.0454,True,False,False,False,False,0,False,False,
BK-002025265262,2025-01-01 06:47:11,2025-01-05 05:41:49,3.95,OCEAN,EMAIL,CUST-0022,SAMPLES,CDG,FR,ARN,SE,True,HEALTH-CTRL,14.91,0.1693,0.0051,0.0,0.0,0.0051,33.0098,False,False,False,False,False,1,False,False,Special handling flag set without hazmat paperwork.
BK-002025206774,2025-01-01 06:50:10,2025-01-09 19:31:59,8.53,AIR,EMAIL,CUST-0025,SPARE_PARTS,MIL,IT,AMS,NL,True,ECON-48,10.83,0.0846,0.0,0.0,14.13,14.1282,11585.864,False,False,True,True,False,0,False,False,HS code missing on customs declaration.
BK-002025380882,2025-01-01 06:50:39,2025-01-05 08:58:14,4.09,AIR,EDI,CUST-0004,PRODUCTION,HAM,DE,ARN,SE,True,EXP-12,9.24,0.0492,0.0,0.0,9.24,9.24,13809.0561,True,False,False,False,False,0,False,False,
BK-002025005451,2025-01-01 06:51:44,2025-01-06 00:42:51,4.74,ROAD,EDI,CUST-0005,PRODUCTION,LHR,GB,HAM,DE,True,EXP-09,23.02,0.0852,0.0,0.048,0.0,0.048,9.7243,False,False,False,False,True,2,False,False,Healthcare cold-chain requested but no temperature service code.
BK-002025033794,2025-01-01 06:52:09,2025-01-04 23:29:35,3.69,OCEAN,EMAIL,CUST-0005,HEALTHCARE,AMS,NL,CPH,DK,True,HEALTH-CTRL,126.85,0.5511,0.0167,0.0,0.0,0.0167,57.6534,True,False,False,False,False,0,False,False,
BK-002025071488,2025-01-01 06:52:11,2025-01-05 16:10:11,4.39,OCEAN,API,CUST-0003,SAMPLES,CPH,DK,OSL,NO,True,HEALTH-CTRL,2.27,0.0073,0.0002,0.0,0.0,0.0002,40.2322,True,False,False,False,False,0,False,False,
BK-002025193389,2025-01-01 06:53:18,2025-01-04 21:38:40,3.61,ROAD,API,CUST-0049,SPARE_PARTS,MIL,IT,ARN,SE,True,HEALTH-CTRL,14.84,0.0835,0.0,0.047,0.0,0.047,10.3107,True,False,False,False,False,0,False,False,
BK-002025318891,2025-01-01 06:54:08,2025-01-14 06:01:40,12.96,AIR,EDI,CUST-0008,HEALTHCARE,ARN,SE,MAD,ES,True,STD-EOD,474.24,3.67,0.0,0.0,612.89,612.89,19501.4983,True,False,False,False,False,0,False,False,
BK-002025282369,2025-01-01 06:55:55,2025-01-09 07:09:21,8.01,ROAD,EDI,CUST-0009,SPARE_PARTS,OSL,NO,AMS,NL,True,HEALTH-CTRL,3.23,0.0104,0.0,0.006,0.0,0.006,9.9606,True,False,False,False,False,0,False,False,
BK-002025018205,2025-01-01 06:56:28,2025-01-13 06:03:40,11.96,ROAD,API,CUST-0000,SPARE_PARTS,AMS,NL,JFK,US,True,EXP-12,3.87,0.0428,0.0,0.024,0.0,0.024,9.3315,True,False,False,False,False,0,False,False,
BK-002025376331,2025-01-01 06:57:14,2025-01-02 10:16:32,1.14,ROAD,API,CUST-0004,PRODUCTION,LHR,GB,HAM,DE,True,STD-EOD,16.52,0.1864,0.0,0.106,0.0,0.106,11.7166,True,False,False,False,False,0,False,False,
BK-002025265725,2025-01-01 06:57:31,2025-01-05 05:37:33,3.94,ROAD,API,CUST-0042,PRODUCTION,ARN,SE,CDG,FR,True,ECON-48,1.63,0.0085,0.0,0.005,0.0,0.005,11.0255,True,False,False,False,False,0,False,False,
BK-002025276639,2025-01-01 06:58:34,2025-01-02 08:23:32,1.06,ROAD,API,CUST-0043,PRODUCTION,LHR,GB,ARN,SE,True,EXP-12,21.34,0.1049,0.0,0.06,0.0,0.06,10.1541,True,False,False,False,False,0,False,False,
BK-002025143582,2025-01-01 06:59:39,2025-01-01 08:35:46,0.07,OCEAN,FAX_OCR,CUST-0040,PRODUCTION,FRA,DE,CPH,DK,True,EXP-09,14.35,0.0466,0.0014,0.0,0.0,0.0014,59.5326,False,False,False,False,False,1,False,False,Special handling flag set without hazmat paperwork.
BK-002025152546,2025-01-01 06:59:52,2025-01-02 14:00:26,1.29,ROAD,API,CUST-0043,HEALTHCARE,OSL,NO,FRA,DE,True,SAME-DAY,36.75,0.1836,0.0,0.104,0.0,0.104,8.3615,True,False,False,False,False,0,False,False,
BK-002025307742,2025-01-01 07:00:04,2025-01-03 03:58:42,1.87,AIR,EDI,CUST-0038,PRODUCTION,DXB,AE,FRA,DE,True,ECON-48,18.22,0.1919,0.0,0.0,32.05,32.0473,10598.0864,True,False,False,False,False,0,False,False,
BK-002025373318,2025-01-01 07:00:23,2025-01-04 17:48:02,3.45,ROAD,API,CUST-0056,PRODUCTION,MIL,IT,AMS,NL,True,EXP-09,5.69,0.0587,0.0,0.033,0.0,0.033,11.7936,True,False,False,False,False,0,False,False,
BK-002025031933,2025-01-01 07:00:47,2025-01-07 02:38:22,5.82,OCEAN,EDI,CUST-0172,PRODUCTION,MIL,IT,OSL,NO,True,STD-EOD,13.4,0.0991,0.003,0.0,0.0,0.003,35.2031,True,False,False,False,False,0,False,False,
BK-002025161332,2025-01-01 07:00:47,2025-01-09 00:32:01,7.73,ROAD,API,CUST-0057,SAMPLES,CDG,FR,FRA,DE,True,EXP-09,17.25,0.1002,0.0,0.057,0.0,0.057,13.3705,False,True,False,True,False,2,False,False,Consignee contact name and door number missing.
BK-002025100590,2025-01-01 07:00:49,2025-01-02 20:21:59,1.56,OCEAN,API,CUST-0058,SPARE_PARTS,MIL,IT,JFK,US,True,STD-EOD,14.97,0.1567,0.0047,0.0,0.0,0.0047,47.7628,False,True,False,True,False,0,False,False,"Delivery street line blank, only city given."
BK-002025267300,2025-01-01 07:01:30,2025-01-04 12:57:04,3.25,OCEAN,EMAIL,CUST-0005,PRODUCTION,MAD,ES,CDG,FR,True,STD-EOD,16.56,0.0979,0.003,0.0,0.0,0.003,25.6581,True,False,False,False,False,0,False,False,
BK-002025238317,2025-01-01 07:05:57,2025-01-02 19:18:45,1.51,ROAD,API,CUST-0111,SPARE_PARTS,CDG,FR,HAM,DE,True,SAME-DAY,4.25,0.0338,0.0,0.019,0.0,0.019,12.7841,False,False,False,False,False,1,False,False,Special handling flag set without hazmat paperwork.
BK-002025117061,2025-01-01 07:06:25,2025-01-18 07:58:43,17.04,ROAD,API,CUST-0033,HEALTHCARE,LHR,GB,OSL,NO,True,HEALTH-CTRL,1.6,0.0113,0.0,0.006,0.0,0.006,10.9759,False,True,True,False,False,0,False,False,No EORI number supplied for dutiable goods.
BK-002025341131,2025-01-01 07:07:33,2025-01-04 21:14:47,3.59,ROAD,EMAIL,CUST-0021,SAMPLES,AMS,NL,CDG,FR,True,STD-EOD,2.29,0.021,0.0,0.012,0.0,0.012,12.436,False,True,False,False,False,1,False,False,Receiver address incomplete - no postal code provided by shipper.
BK-002025071845,2025-01-01 07:08:26,2025-01-06 07:10:02,5.0,OCEAN,PORTAL,CUST-0090,SAMPLES,MIL,IT,JFK,US,True,STD-EOD,25.95,0.1955,0.0059,0.0,0.0,0.0059,49.607,True,False,False,False,False,0,False,False,
BK-002025328265,2025-01-01 07:08:43,2025-01-06 20:52:17,5.57,ROAD,EMAIL,CUST-0007,SPARE_PARTS,LHR,GB,HAM,DE,True,ECON-48,61.08,0.239,0.0,0.136,0.0,0.136,11.737,True,False,False,False,False,0,False,False,
BK-002025035992,2025-01-01 07:10:00,2025-01-03 21:46:52,2.61,ROAD,FAX_OCR,CUST-0031,PRODUCTION,FRA,DE,CPH,DK,True,HEALTH-CTRL,28.65,0.1282,0.0,0.073,0.0,0.073,10.5105,False,False,True,False,False,0,False,False,Commercial invoice not attached for cross-border shipment.
BK-002025396821,2025-01-01 07:10:25,2025-01-09 00:34:15,7.72,OCEAN,API,CUST-0004,PRODUCTION,MIL,IT,FRA,DE,True,ECON-48,8.28,0.0332,0.001,0.0,0.0,0.001,25.2714,True,False,False,False,False,0,False,False,
BK-002025313262,2025-01-01 07:10:52,2025-01-04 20:10:13,3.54,ROAD,EDI,CUST-0011,SPARE_PARTS,CPH,DK,HAM,DE,True,STD-EOD,3.0,0.0285,0.0,0.016,0.0,0.016,11.8346,True,False,False,False,False,0,True,False,
BK-002025259781,2025-01-01 07:11:13,2025-01-13 05:24:09,11.93,OCEAN,API,CUST-0002,SPARE_PARTS,FRA,DE,AMS,NL,True,STD-EOD,2.88,0.017,0.0005,0.0,0.0,0.0005,58.2496,True,False,False,False,False,0,False,False,
BK-002025261488,2025-01-01 07:11:26,2025-01-02 22:27:07,1.64,ROAD,PORTAL,CUST-0130,SPARE_PARTS,MIL,IT,FRA,DE,True,STD-EOD,294.04,1.7317,0.0,0.984,0.0,0.984,12.7299,True,False,False,False,False,0,False,False,
BK-002025206867,2025-01-01 07:11:43,2025-01-08 06:48:36,6.98,ROAD,EDI,CUST-0010,SPARE_PARTS,LHR,GB,ORD,US,True,ECON-48,20.95,0.2146,0.0,0.122,0.0,0.122,8.9838,True,False,False,False,False,0,False,False,
